Gene	Wave	query name	accession
Pa_5_970	0	MFS_1	PF07690.19
Pa_5_9700	0	Fungal_trans_2	PF11951.11
Pa_5_9710	0	AAA_16	PF13191.9
Pa_5_9715	0	#N/A	#N/A
Pa_5_9720	0	Myb_DNA-bind_6	PF13921.9
Pa_5_9730	0	Dabb	PF07876.15
Pa_5_9740	0	Cu_amine_oxid	PF01179.23
Pa_5_975	Wave V	#N/A	#N/A
Pa_5_9750	0	#N/A	#N/A
Pa_5_9760	0	#N/A	#N/A
Pa_5_9762	0	#N/A	#N/A
Pa_5_9765	Wave II	Ank	PF00023.33
Pa_5_9770	0	Asp	PF00026.26
Pa_5_9780	0	#N/A	#N/A
Pa_5_9790	Wave IV	#N/A	#N/A
Pa_5_980	0	#N/A	#N/A
Pa_5_9800	0	CRAL_TRIO	PF00650.23
Pa_5_9810	0	#N/A	#N/A
Pa_5_9820	0	GMC_oxred_C	PF05199.16
Pa_5_9830	0	SET	PF00856.31
Pa_5_9840	0	#N/A	#N/A
Pa_5_9845	Wave IV	#N/A	#N/A
Pa_5_9850	Wave IV	#N/A	#N/A
Pa_5_9852	0	#N/A	#N/A
Pa_5_9854	0	#N/A	#N/A
Pa_5_9855	0	TPR_12	PF13424.9
Pa_5_9856	0	#N/A	#N/A
Pa_5_9860	Wave I	Cu-oxidase	PF00394.25
Pa_5_9870	0	GatB_N	PF02934.18
Pa_5_9880	0	PK_Tyr_Ser-Thr	PF07714.20
Pa_5_9890	0	#N/A	#N/A
Pa_5_990	0	#N/A	#N/A
Pa_5_9900	Wave IV	Tannase	PF07519.14
Pa_5_9905	0	#N/A	#N/A
Pa_5_9910	Wave II	MFS_1	PF07690.19
Pa_5_9920	0	#N/A	#N/A
Pa_5_9930	0	Helicase_C	PF00271.34
Pa_5_9940	0	NDUF_B8	PF05821.14
Pa_5_9950	Wave IV	#N/A	#N/A
Pa_5_9960	0	#N/A	#N/A
Pa_5_9970	0	#N/A	#N/A
Pa_5_9980	0	AA9	PF03443.17
Pa_5_9990	0	ApbA	PF02558.19
Pa_6_10	Wave II	p450	PF00067.25
Pa_6_100	Wave IV	#N/A	#N/A
Pa_6_1000	0	F_bP_aldolase	PF01116.23
Pa_6_10000	0	Citrate_synt	PF00285.24
Pa_6_10010	0	ICL	PF00463.24
Pa_6_10020	0	adh_short	PF00106.28
Pa_6_10030	0	Gln-synt_C	PF00120.27
Pa_6_10040	0	AMP-binding	PF00501.31
Pa_6_10050	0	BTB	PF00651.34
Pa_6_10060	Wave IV	#N/A	#N/A
Pa_6_10070	0	PEP_mutase	PF13714.9
Pa_6_10080	0	#N/A	#N/A
Pa_6_10085	0	#N/A	#N/A
Pa_6_10090	0	DUF6604	PF20253.1
Pa_6_1010	0	Dak1	PF02733.20
Pa_6_10100	0	AMP-binding	PF00501.31
Pa_6_10107	0	#N/A	#N/A
Pa_6_10110	0	DUF3425	PF11905.11
Pa_6_10120	0	Tyrosinase	PF00264.23
Pa_6_10130	0	#N/A	#N/A
Pa_6_10140	0	#N/A	#N/A
Pa_6_10145	0	DUF4953	PF16313.8
Pa_6_10150	Wave IV	APH	PF01636.26
Pa_6_10160	0	Glyoxalase	PF00903.28
Pa_6_10170	0	#N/A	#N/A
Pa_6_10180	0	#N/A	#N/A
Pa_6_10190	0	NAD_binding_8	PF13450.9
Pa_6_1020	Wave IV	LacAB_rpiB	PF02502.21
Pa_6_10200	0	DUF2834	PF11196.11
Pa_6_10210	0	#N/A	#N/A
Pa_6_10220	0	His_Phos_1	PF00300.25
Pa_6_10230	0	Acid_PPase	PF12689.10
Pa_6_10240	0	CRAL_TRIO	PF00650.23
Pa_6_10250	0	ANAPC4_WD40	PF12894.10
Pa_6_10260	0	Mannitol_dh	PF01232.26
Pa_6_10270	0	Ricin_B_lectin	PF00652.25
Pa_6_10280	0	DUF4953	PF16313.8
Pa_6_10290	0	FAD_binding_4	PF01565.26
Pa_6_1030	0	TIM	PF00121.21
Pa_6_10300	0	p450	PF00067.25
Pa_6_10310	0	adh_short	PF00106.28
Pa_6_10320	0	Methyltransf_2	PF00891.21
Pa_6_10330	0	Acyl_transf_1	PF00698.24
Pa_6_10340	0	TPR_10	PF13374.9
Pa_6_10350	Wave II	MFS_1	PF07690.19
Pa_6_10360	0	p450	PF00067.25
Pa_6_10370	0	Fungal_trans	PF04082.21
Pa_6_10380	Wave II	adh_short	PF00106.28
Pa_6_10390	Wave II	Methyltransf_12	PF08242.15
Pa_6_1040	0	#N/A	#N/A
Pa_6_10400	0	Tyrosinase	PF00264.23
Pa_6_10410	0	#N/A	#N/A
Pa_6_10420	0	DAO	PF01266.27
Pa_6_10430	0	#N/A	#N/A
Pa_6_10440	0	AA_permease	PF00324.24
Pa_6_10445	Wave IV	#N/A	#N/A
Pa_6_1045	0	#N/A	#N/A
Pa_6_10450	0	DUF3176	PF11374.11
Pa_6_10460	0	HET	PF06985.14
Pa_6_10470	Wave II	PK_Tyr_Ser-Thr	PF07714.20
Pa_6_10480	0	#N/A	#N/A
Pa_6_10490	Wave II	PK_Tyr_Ser-Thr	PF07714.20
Pa_6_1050	Wave V	HeH	PF12949.10
Pa_6_10500	Wave I	Peptidase_S8	PF00082.25
Pa_6_10510	0	AAA	PF00004.32
Pa_6_10520	0	BBE	PF08031.15
Pa_6_10530	0	Dabb	PF07876.15
Pa_6_10540	Wave IV	Glyco_hydro_16	PF00722.24
Pa_6_10550	0	Methyltransf_11	PF08241.15
Pa_6_10560	0	#N/A	#N/A
Pa_6_10570	0	Abhydrolase_1	PF00561.23
Pa_6_10580	0	FA_hydroxylase	PF04116.16
Pa_6_10590	0	Iml2-TPR_39	PF10300.12
Pa_6_1060	Wave III	#N/A	#N/A
Pa_6_10600	0	DSS1_SEM1	PF05160.16
Pa_6_10610	0	PGK	PF00162.22
Pa_6_10620	0	Mpv17_PMP22	PF04117.15
Pa_6_10630	Wave II	Cu-oxidase	PF00394.25
Pa_6_10640	0	MFS_1	PF07690.19
Pa_6_10650	0	bZIP_1	PF00170.24
Pa_6_10660	0	AAA_18	PF13238.9
Pa_6_10670	0	Cupin_2	PF07883.14
Pa_6_10680	0	Glyco_hydro_16	PF00722.24
Pa_6_10690	0	p450	PF00067.25
Pa_6_1070	0	MFS_1	PF07690.19
Pa_6_10700	Wave III	#N/A	#N/A
Pa_6_10710	0	YjeF_N	PF03853.18
Pa_6_10720	0	Ribosomal_S16	PF00886.22
Pa_6_10730	0	Aa_trans	PF01490.21
Pa_6_10740	0	Dynactin_p22	PF07426.14
Pa_6_10750	0	SH3_1	PF00018.31
Pa_6_10760	0	DASH_Spc19	PF08287.14
Pa_6_10770	Wave IV	MFS_1	PF07690.19
Pa_6_10780	Wave IV	#N/A	#N/A
Pa_6_10790	0	#N/A	#N/A
Pa_6_1080	Wave V	DAO	PF01266.27
Pa_6_10800	0	FSH1	PF03959.16
Pa_6_10810	0	ATP-synt_J	PF04911.15
Pa_6_10820	0	NIPSNAP	PF07978.16
Pa_6_10830	0	Rogdi_lz	PF10259.12
Pa_6_10840	0	Alba	PF01918.24
Pa_6_10845	0	#N/A	#N/A
Pa_6_10850	Wave IV	End_N_terminal	PF12218.11
Pa_6_10860	0	#N/A	#N/A
Pa_6_10870	0	RRM_1	PF00076.25
Pa_6_10880	0	AAA_21	PF13304.9
Pa_6_10890	Wave III	Fasciclin	PF02469.25
Pa_6_1090	0	AAA_22	PF13401.9
Pa_6_10900	0	Glyco_trans_2_3	PF13632.9
Pa_6_10910	0	Glyco_hydro_16	PF00722.24
Pa_6_10920	0	Abhydrolase_1	PF00561.23
Pa_6_10930	Wave II	SET	PF00856.31
Pa_6_10940	Wave IV	Hce2	PF14856.9
Pa_6_10945	0	Hce2	PF14856.9
Pa_6_10950	0	SSF	PF00474.20
Pa_6_10960	0	Fn3-like	PF14310.9
Pa_6_10970	0	Cofilin_ADF	PF00241.23
Pa_6_10980	0	adh_short	PF00106.28
Pa_6_10990	0	MIP	PF00230.23
Pa_6_110	Wave II	#N/A	#N/A
Pa_6_1100	0	AA9	PF03443.17
Pa_6_11000	0	#N/A	#N/A
Pa_6_11010	0	Acetyltransf_1	PF00583.28
Pa_6_11020	0	ADH_zinc_N	PF00107.29
Pa_6_11025	0	#N/A	#N/A
Pa_6_11030	0	FAD_binding_3	PF01494.22
Pa_6_11040	0	Chitin_bind_1	PF00187.22
Pa_6_11050	0	#N/A	#N/A
Pa_6_11060	Wave II	#N/A	#N/A
Pa_6_11070	0	#N/A	#N/A
Pa_6_11080	0	MFS_1	PF07690.19
Pa_6_11090	0	ACT	PF01842.28
Pa_6_1110	Wave IV	2OG-FeII_Oxy	PF03171.23
Pa_6_11100	Wave IV	Peptidase_S10	PF00450.25
Pa_6_11110	0	FMO-like	PF00743.22
Pa_6_11120	0	p450	PF00067.25
Pa_6_11130	0	#N/A	#N/A
Pa_6_11140	0	Cutinase	PF01083.25
Pa_6_11150	0	TPR_1	PF00515.31
Pa_6_11160	0	Phospholip_A2_3	PF09056.14
Pa_6_11170	0	Cu-oxidase_2	PF07731.17
Pa_6_11180	0	#N/A	#N/A
Pa_6_1120	0	#N/A	#N/A
Pa_6_11200	Wave II	AAA_16	PF13191.9
Pa_6_11210	0	Fungal_trans	PF04082.21
Pa_6_11220	0	AA9	PF03443.17
Pa_6_11230	0	Abhydrolase_3	PF07859.16
Pa_6_11240	0	peroxidase	PF00141.26
Pa_6_11250	0	5_nucleotid_C	PF02872.21
Pa_6_11260	0	PA	PF02225.25
Pa_6_11270	0	#N/A	#N/A
Pa_6_11280	0	#N/A	#N/A
Pa_6_11290	0	#N/A	#N/A
Pa_6_1130	0	Annexin	PF00191.23
Pa_6_11300	0	SurE	PF01975.20
Pa_6_11310	0	UbiA	PF01040.21
Pa_6_11320	0	#N/A	#N/A
Pa_6_11330	0	MFS_1	PF07690.19
Pa_6_11340	0	Fungal_trans_2	PF11951.11
Pa_6_11350	0	Ank	PF00023.33
Pa_6_11360	0	DAO	PF01266.27
Pa_6_11370	0	AA9	PF03443.17
Pa_6_11380	Wave V	adh_short	PF00106.28
Pa_6_11385	0	#N/A	#N/A
Pa_6_11390	Wave IV	PTR2	PF00854.24
Pa_6_1140	0	#N/A	#N/A
Pa_6_11400	0	Amidase	PF01425.24
Pa_6_11410	0	#N/A	#N/A
Pa_6_11420	0	BC10	PF06726.15
Pa_6_11430	0	Rhodanese	PF00581.23
Pa_6_11440	0	AAA	PF00004.32
Pa_6_11450	0	Na_Ca_ex	PF01699.27
Pa_6_11460	Wave IV	Asp	PF00026.26
Pa_6_11465	0	AltA1	PF16541.8
Pa_6_11470	0	AA9	PF03443.17
Pa_6_11480	0	Glyco_hydro_7	PF00840.23
Pa_6_11490	0	GMC_oxred_C	PF05199.16
Pa_6_1150	0	#N/A	#N/A
Pa_6_11500	Wave III	Pectate_lyase_4	PF00544.22
Pa_6_11510	0	#N/A	#N/A
Pa_6_11520	0	#N/A	#N/A
Pa_6_11530	0	#N/A	#N/A
Pa_6_11540	0	#N/A	#N/A
Pa_6_11550	0	#N/A	#N/A
Pa_6_11560	0	#N/A	#N/A
Pa_6_11570	0	HET	PF06985.14
Pa_6_11580	0	DUF2985	PF11204.11
Pa_6_11590	0	Phage_lysozyme	PF00959.22
Pa_6_1160	0	#N/A	#N/A
Pa_6_11600	0	PHO4	PF01384.23
Pa_6_11610	0	#N/A	#N/A
Pa_6_11620	0	AA_permease	PF00324.24
Pa_6_11630	0	Fringe	PF02434.19
Pa_6_11640	0	Fungal_trans	PF04082.21
Pa_6_11650	0	AAA_16	PF13191.9
Pa_6_11660	0	#N/A	#N/A
Pa_6_11670	0	Abhydrolase_1	PF00561.23
Pa_6_11680	0	Meth_synt_2	PF01717.21
Pa_6_11690	Wave II	RdRP	PF05183.15
Pa_6_1170	0	#N/A	#N/A
Pa_6_11700	0	F-box	PF00646.36
Pa_6_11710	0	#N/A	#N/A
Pa_6_11720	0	Histone	PF00125.27
Pa_6_11730	0	#N/A	#N/A
Pa_6_11740	0	R3H	PF01424.25
Pa_6_11750	0	Inositol_P	PF00459.28
Pa_6_11760	0	DUF1996	PF09362.13
Pa_6_11770	0	ANAPC4_WD40	PF12894.10
Pa_6_11780	0	XPA_C	PF05181.15
Pa_6_11790	0	Pho88	PF10032.12
Pa_6_1180	0	Git3	PF11710.11
Pa_6_11800	0	#N/A	#N/A
Pa_6_11810	0	#N/A	#N/A
Pa_6_11820	0	ANAPC10	PF03256.19
Pa_6_11830	0	Metallophos	PF00149.31
Pa_6_11840	0	TFIID_30kDa	PF03540.16
Pa_6_11850	0	Ribosomal_S19	PF00203.24
Pa_6_11860	Wave V	Fungal_trans	PF04082.21
Pa_6_11870	Wave V	#N/A	#N/A
Pa_6_1190	0	CDO_I	PF05995.15
Pa_6_120	0	DJ-1_PfpI	PF01965.27
Pa_6_1200	0	#N/A	#N/A
Pa_6_1210	0	CBS	PF00571.31
Pa_6_1230	0	CBFD_NFYB_HMF	PF00808.26
Pa_6_1240	0	Glyco_hydro_125	PF06824.14
Pa_6_1245	0	CDC27	PF09507.13
Pa_6_1250	0	Phosphodiest	PF01663.25
Pa_6_1260	0	CAP_C	PF08603.14
Pa_6_1270	0	Fungal_trans	PF04082.21
Pa_6_1280	0	MCM	PF00493.26
Pa_6_1290	0	Aminotran_3	PF00202.24
Pa_6_130	0	#N/A	#N/A
Pa_6_1300	0	Exo70	PF03081.18
Pa_6_1310	Wave II	#N/A	#N/A
Pa_6_1317	0	#N/A	#N/A
Pa_6_1318	0	#N/A	#N/A
Pa_6_1320	0	FAA_hydrolase	PF01557.21
Pa_6_1330	0	ALIX_LYPXL_bnd	PF13949.9
Pa_6_1340	0	Carn_acyltransf	PF00755.23
Pa_6_1350	0	Myb_DNA-bind_6	PF13921.9
Pa_6_1360	0	ETF	PF01012.24
Pa_6_1370	0	Pyr_redox_2	PF07992.17
Pa_6_1380	0	#N/A	#N/A
Pa_6_1390	0	Csm1	PF12539.11
Pa_6_140	0	CAP59_mtransfer	PF11735.11
Pa_6_1400	0	AAA	PF00004.32
Pa_6_1410	0	Cys_Met_Meta_PP	PF01053.23
Pa_6_1420	0	#N/A	#N/A
Pa_6_1430	0	Serinc	PF03348.18
Pa_6_1440	0	PGAP1	PF07819.16
Pa_6_145	Wave II	#N/A	#N/A
Pa_6_1450	0	DNA_mis_repair	PF01119.22
Pa_6_1460	0	TFIID-18kDa	PF02269.19
Pa_6_1470	0	Ist1	PF03398.17
Pa_6_1480	Wave IV	zf-CCHC_2	PF13696.9
Pa_6_1490	0	Clat_adaptor_s	PF01217.23
Pa_6_150	0	#N/A	#N/A
Pa_6_1500	0	MFS_1	PF07690.19
Pa_6_1510	0	LCM	PF04072.17
Pa_6_1520	0	#N/A	#N/A
Pa_6_1530	0	SUN	PF03856.16
Pa_6_1540	0	Clr2	PF10383.12
Pa_6_1550	0	#N/A	#N/A
Pa_6_1560	0	F-box	PF00646.36
Pa_6_1570	0	Kinesin	PF00225.26
Pa_6_1580	0	UQ_con	PF00179.29
Pa_6_1590	0	Thiolase_C	PF02803.21
Pa_6_160	0	Ank	PF00023.33
Pa_6_1600	0	#N/A	#N/A
Pa_6_1610	0	#N/A	#N/A
Pa_6_1620	Wave III	#N/A	#N/A
Pa_6_1630	0	#N/A	#N/A
Pa_6_1640	0	CPSase_sm_chain	PF00988.25
Pa_6_1650	0	ETF	PF01012.24
Pa_6_1660	0	ArfGap	PF01412.21
Pa_6_1670	0	#N/A	#N/A
Pa_6_1680	0	RRM_1	PF00076.25
Pa_6_1690	0	FAD_binding_1	PF00667.23
Pa_6_170	0	#N/A	#N/A
Pa_6_1700	0	SAP	PF02037.30
Pa_6_1710	0	#N/A	#N/A
Pa_6_1720	0	GATA	PF00320.30
Pa_6_1730	0	COPI_assoc	PF08507.13
Pa_6_1740	0	RNase_P_Rpp14	PF01900.22
Pa_6_1750	0	ATP_bind_1	PF03029.20
Pa_6_1760	0	WD40	PF00400.35
Pa_6_1765	Wave IV	#N/A	#N/A
Pa_6_1770	0	Aldo_ket_red	PF00248.24
Pa_6_1780	0	ANAPC4_WD40	PF12894.10
Pa_6_1790	0	#N/A	#N/A
Pa_6_180	0	#N/A	#N/A
Pa_6_1800	0	BCCIP	PF13862.9
Pa_6_1810	0	LRR_4	PF12799.10
Pa_6_1820	0	#N/A	#N/A
Pa_6_1830	0	HEAT	PF02985.25
Pa_6_1840	0	#N/A	#N/A
Pa_6_1850	0	#N/A	#N/A
Pa_6_1860	0	MoCF_biosynth	PF00994.27
Pa_6_1870	0	ATP-synt_C	PF00137.24
Pa_6_1880	0	TFIIA_gamma_C	PF02751.17
Pa_6_1890	0	#N/A	#N/A
Pa_6_190	0	PQ-loop	PF04193.17
Pa_6_1910	0	Flavodoxin_1	PF00258.28
Pa_6_1920	0	MAS20	PF02064.18
Pa_6_1930	0	Exo84_C	PF16528.8
Pa_6_1940	0	Metallophos	PF00149.31
Pa_6_1950	Wave V	DUF3112	PF11309.11
Pa_6_1955	0	Pkinase	PF00069.28
Pa_6_1960	0	Ifi-6-16	PF06140.16
Pa_6_1970	0	HET	PF06985.14
Pa_6_1975	0	Pkinase	PF00069.28
Pa_6_1980	Wave IV	MFS_1	PF07690.19
Pa_6_1990	0	Fungal_trans	PF04082.21
Pa_6_1993	0	#N/A	#N/A
Pa_6_1996	0	#N/A	#N/A
Pa_6_20	0	p450	PF00067.25
Pa_6_200	0	PAN_1	PF00024.29
Pa_6_2000	0	ThiF	PF00899.24
Pa_6_2005	0	#N/A	#N/A
Pa_6_2010	0	Egh16-like	PF11327.11
Pa_6_2020	0	p450	PF00067.25
Pa_6_2030	0	PK_Tyr_Ser-Thr	PF07714.20
Pa_6_2040	0	#N/A	#N/A
Pa_6_2050	0	Ank	PF00023.33
Pa_6_2051	0	#N/A	#N/A
Pa_6_2057	0	Lipase_GDSL	PF00657.25
Pa_6_2070	0	Sec7	PF01369.23
Pa_6_2080	0	Anp1	PF03452.17
Pa_6_2090	0	RNase_PH	PF01138.24
Pa_6_210	0	R3H-assoc	PF13902.9
Pa_6_2100	0	GDA1_CD39	PF01150.20
Pa_6_2110	0	DUF775	PF05603.15
Pa_6_2120	0	DUF4743	PF15916.8
Pa_6_2130	0	RNA_pol_Rpb8	PF03870.18
Pa_6_2140	0	PAXNEB	PF05625.14
Pa_6_2150	0	tRNA_int_endo	PF01974.20
Pa_6_2160	0	zf-C3HC4_3	PF13920.9
Pa_6_2170	0	RRM_1	PF00076.25
Pa_6_2180	0	ATP-synt_D	PF01813.20
Pa_6_2190	0	Mad3_BUB1_I	PF08311.15
Pa_6_220	0	#N/A	#N/A
Pa_6_2200	0	#N/A	#N/A
Pa_6_2210	0	adh_short	PF00106.28
Pa_6_2220	0	#N/A	#N/A
Pa_6_2230	0	Amino_oxidase	PF01593.27
Pa_6_2240	0	DAO	PF01266.27
Pa_6_2250	0	#N/A	#N/A
Pa_6_2260	0	#N/A	#N/A
Pa_6_2270	0	#N/A	#N/A
Pa_6_2280	0	AAA	PF00004.32
Pa_6_2290	0	HET	PF06985.14
Pa_6_2295	0	#N/A	#N/A
Pa_6_230	Wave II	#N/A	#N/A
Pa_6_2300	0	Amino_oxidase	PF01593.27
Pa_6_2310	0	#N/A	#N/A
Pa_6_2320	Wave I	#N/A	#N/A
Pa_6_2325	0	#N/A	#N/A
Pa_6_2330	0	#N/A	#N/A
Pa_6_2340	Wave II	PAF-AH_p_II	PF03403.16
Pa_6_2350	0	#N/A	#N/A
Pa_6_2360	0	AltA1	PF16541.8
Pa_6_2370	0	Tyrosinase	PF00264.23
Pa_6_2380	0	Abhydrolase_1	PF00561.23
Pa_6_2390	Wave II	HET	PF06985.14
Pa_6_2395	0	#N/A	#N/A
Pa_6_240	0	Rieske	PF00355.29
Pa_6_2400	0	HET	PF06985.14
Pa_6_2410	0	Ank	PF00023.33
Pa_6_2420	0	Peptidase_S8	PF00082.25
Pa_6_2430	0	zf-H2C2_2	PF13465.9
Pa_6_2440	Wave II	APH	PF01636.26
Pa_6_2450	0	#N/A	#N/A
Pa_6_2460	Wave II	JmjC	PF02373.25
Pa_6_2470	0	#N/A	#N/A
Pa_6_2480	0	#N/A	#N/A
Pa_6_2490	0	#N/A	#N/A
Pa_6_250	0	CPSF_A	PF03178.18
Pa_6_2500	0	Zn_clus	PF00172.21
Pa_6_2510	0	#N/A	#N/A
Pa_6_2515	0	#N/A	#N/A
Pa_6_2520	0	RRM_1	PF00076.25
Pa_6_2530	0	PPR	PF01535.23
Pa_6_2540	0	SRP68	PF16969.8
Pa_6_2550	0	Cu-oxidase	PF00394.25
Pa_6_2570	0	FGGY_C	PF02782.19
Pa_6_2580	0	DUF2415	PF10313.12
Pa_6_2590	0	LIM	PF00412.25
Pa_6_260	0	Aminotran_1_2	PF00155.24
Pa_6_2600	0	PEMT	PF04191.16
Pa_6_2610	0	eIF3g	PF12353.11
Pa_6_2620	0	#N/A	#N/A
Pa_6_2630	0	#N/A	#N/A
Pa_6_2640	0	DAO	PF01266.27
Pa_6_2650	0	Chromosome_seg	PF13889.9
Pa_6_2660	0	EFG_C	PF00679.27
Pa_6_2670	0	Solute_trans_a	PF03619.19
Pa_6_2680	0	Kiaa1109_N	PF20413.1
Pa_6_2690	0	MTHFR	PF02219.20
Pa_6_270	0	p450	PF00067.25
Pa_6_2700	0	DUF676	PF05057.17
Pa_6_2710	0	#N/A	#N/A
Pa_6_2720	0	Sec5	PF15469.9
Pa_6_2730	0	Iso_dh	PF00180.23
Pa_6_2740	Wave IV	#N/A	#N/A
Pa_6_2750	0	tRNA-synt_1e	PF01406.22
Pa_6_2760	0	#N/A	#N/A
Pa_6_2770	0	BSP	PF04450.15
Pa_6_2780	0	CLASP_N	PF12348.11
Pa_6_2785	0	#N/A	#N/A
Pa_6_2790	Wave IV	Na_Ca_ex	PF01699.27
Pa_6_280	0	BIR	PF00653.24
Pa_6_2800	0	DEP	PF00610.24
Pa_6_2810	Wave IV	Cation_efflux	PF01545.24
Pa_6_2820	0	FNIP_N	PF14636.9
Pa_6_2830	Wave III	Lactonase	PF10282.12
Pa_6_2840	0	Zn_clus	PF00172.21
Pa_6_2850	0	IBR	PF01485.24
Pa_6_2860	0	TauD	PF02668.19
Pa_6_2870	0	FSH1	PF03959.16
Pa_6_2880	0	#N/A	#N/A
Pa_6_2890	Wave V	#N/A	#N/A
Pa_6_290	0	Aa_trans	PF01490.21
Pa_6_2900	0	Syja_N	PF02383.21
Pa_6_2910	0	Tti2	PF10521.12
Pa_6_2920	0	PolyA_pol	PF01743.23
Pa_6_2930	0	#N/A	#N/A
Pa_6_2940	0	DNA_mis_repair	PF01119.22
Pa_6_2950	Wave IV	#N/A	#N/A
Pa_6_2960	Wave IV	#N/A	#N/A
Pa_6_2965	0	#N/A	#N/A
Pa_6_2970	0	AAA	PF00004.32
Pa_6_2980	0	#N/A	#N/A
Pa_6_2990	0	#N/A	#N/A
Pa_6_30	0	Rhodanese	PF00581.23
Pa_6_300	0	Peptidase_M3	PF01432.23
Pa_6_3000	0	NopRA1	PF16201.8
Pa_6_3010	0	MatE	PF01554.21
Pa_6_3020	0	NUDIX	PF00293.31
Pa_6_3030	0	Acetyltransf_7	PF13508.10
Pa_6_3040	0	RPA_C	PF08784.14
Pa_6_3050	0	DUF202	PF02656.18
Pa_6_3060	0	#N/A	#N/A
Pa_6_3070	0	#N/A	#N/A
Pa_6_3080	0	DnaJ	PF00226.34
Pa_6_3090	0	DBP10CT	PF08147.15
Pa_6_3093	Wave II	DUF6594	PF20237.1
Pa_6_310	0	EF-hand_1	PF00036.35
Pa_6_3100	0	#N/A	#N/A
Pa_6_3110	0	RibD_C	PF01872.20
Pa_6_3120	0	#N/A	#N/A
Pa_6_3140	0	Sec1	PF00995.26
Pa_6_3150	0	HEAT_2	PF13646.9
Pa_6_3160	0	APH	PF01636.26
Pa_6_3170	0	RRM_1	PF00076.25
Pa_6_3180	0	FAD_binding_1	PF00667.23
Pa_6_3190	0	MOR2-PAG1_C	PF14225.9
Pa_6_320	0	CoA_binding_2	PF13380.9
Pa_6_3200	0	HET	PF06985.14
Pa_6_3210	Wave V	4HBT	PF03061.25
Pa_6_3220	0	Mito_carr	PF00153.30
Pa_6_3240	0	MT-A70	PF05063.17
Pa_6_325	0	#N/A	#N/A
Pa_6_3250	0	Ribosomal_L23	PF00276.23
Pa_6_3260	0	DJ-1_PfpI	PF01965.27
Pa_6_3270	0	Hamartin	PF04388.15
Pa_6_3280	0	#N/A	#N/A
Pa_6_3290	0	PHM7_cyt	PF14703.9
Pa_6_330	0	#N/A	#N/A
Pa_6_3300	0	FAD_binding_3	PF01494.22
Pa_6_3310	0	#N/A	#N/A
Pa_6_3320	0	AAA	PF00004.32
Pa_6_3330	0	#N/A	#N/A
Pa_6_3335	0	#N/A	#N/A
Pa_6_3340	0	DEP	PF00610.24
Pa_6_3350	0	#N/A	#N/A
Pa_6_3360	Wave V	#N/A	#N/A
Pa_6_3365	0	#N/A	#N/A
Pa_6_3368	0	#N/A	#N/A
Pa_6_3370	0	CDC73_C	PF05179.17
Pa_6_3380	0	#N/A	#N/A
Pa_6_3390	0	Bystin	PF05291.14
Pa_6_340	0	#N/A	#N/A
Pa_6_3400	0	DUF383	PF04063.17
Pa_6_3410	0	MFS_1	PF07690.19
Pa_6_3420	0	Fungal_trans	PF04082.21
Pa_6_3430	0	MFS_1	PF07690.19
Pa_6_3440	0	Ccdc124	PF06244.15
Pa_6_3450	0	UQ_con	PF00179.29
Pa_6_3460	Wave IV	#N/A	#N/A
Pa_6_3470	0	#N/A	#N/A
Pa_6_3480	0	HET	PF06985.14
Pa_6_3490	0	2OG-FeII_Oxy_2	PF13532.9
Pa_6_350	0	Pmp3	PF01679.20
Pa_6_3500	0	WD40	PF00400.35
Pa_6_3510	0	DEAD	PF00270.32
Pa_6_3520	0	CUE	PF02845.19
Pa_6_3530	0	NOT2_3_5	PF04153.21
Pa_6_3540	0	cobW	PF02492.22
Pa_6_3550	0	Mob1_phocein	PF03637.20
Pa_6_3560	Wave III	Fungal_trans_2	PF11951.11
Pa_6_3570	0	MOSC	PF03473.20
Pa_6_3580	0	AAA_21	PF13304.9
Pa_6_3590	0	#N/A	#N/A
Pa_6_360	0	Tam41_Mmp37	PF09139.14
Pa_6_3600	0	Arv1	PF04161.16
Pa_6_3605	0	#N/A	#N/A
Pa_6_3610	0	F420_oxidored	PF03807.20
Pa_6_3620	0	NAT	PF04768.16
Pa_6_3630	0	BAR	PF03114.21
Pa_6_3640	0	#N/A	#N/A
Pa_6_3650	0	#N/A	#N/A
Pa_6_3660	0	Fungal_trans	PF04082.21
Pa_6_3670	0	HIT	PF01230.26
Pa_6_3680	0	MFS_1	PF07690.19
Pa_6_3690	0	STAS	PF01740.24
Pa_6_370	0	MAD	PF05557.16
Pa_6_3700	0	Fungal_trans_2	PF11951.11
Pa_6_3710	0	DUF4267	PF14087.9
Pa_6_3720	0	Amidohydro_1	PF01979.23
Pa_6_3730	0	Tyrosinase	PF00264.23
Pa_6_3740	0	HET	PF06985.14
Pa_6_3750	0	#N/A	#N/A
Pa_6_3760	0	Clr5	PF14420.9
Pa_6_3770	0	#N/A	#N/A
Pa_6_3780	0	Cupin_1	PF00190.25
Pa_6_3790	0	Fructosamin_kin	PF03881.17
Pa_6_380	0	muHD	PF10291.12
Pa_6_3800	0	Dynamin_N	PF00350.26
Pa_6_3810	0	RNase_HII	PF01351.21
Pa_6_3820	0	CENP-C_C	PF11699.11
Pa_6_3830	0	RNA12	PF10443.12
Pa_6_3840	0	DUF3128	PF11326.11
Pa_6_3850	0	#N/A	#N/A
Pa_6_3860	0	SRP19	PF01922.20
Pa_6_3870	0	CAP_GLY	PF01302.28
